Chain,Chain ID,Morpho Protocol ID,Identifier,Position,Position ID
ethereum,1,1,0x48889608059f5c83041fe701580FF4DDDF737E4d,1.1.1.0x48889608059f5c83041fe701580ff4dddf737e4d,72381619811544839542797572822236033317228305195639251494493745691314463646596
ethereum,1,1,0x48ee006b5CA63863Bb550F63C78cE36862C42074,1.1.1.0x48ee006b5ca63863bb550f63c78ce36862c42074,66620757400374280512483415691090327960213698418713231857875401647399896935304
ethereum,1,1,0x4cA0E178c94f039d7F202E09d8d1a655Ed3fb6b6,1.1.1.0x4ca0e178c94f039d7f202e09d8d1a655ed3fb6b6,41981654733300002099281448265905362645414074831803868636037055062269678027461
ethereum,1,1,0x4d135cC7623D07b0ccF8931c1fAb5D67a40b0F46,1.1.1.0x4d135cc7623d07b0ccf8931c1fab5d67a40b0f46,70815415310579197445312736614032070874373219604308708673806672276713977521218
ethereum,1,1,0x4d52545235A3dF246a8928c583E47AE7eeC4aCfE,1.1.1.0x4d52545235a3df246a8928c583e47ae7eec4acfe,13181538296005372632171186957792196526542368981110779362182744571491272178929
ethereum,1,1,0x4EDfaB296F8Eb15aC0907CF9eCb7079b1679Da57,1.1.1.0x4edfab296f8eb15ac0907cf9ecb7079b1679da57,106377267136815522174451224257209822276279481710983605480902860220876500103839
ethereum,1,1,0x4F2ba48FaF0bA42c4E4b7871d3861418c83aE568,1.1.1.0x4f2ba48faf0ba42c4e4b7871d3861418c83ae568,27987783077963732077823657602263064124687571417994141831405399801100774684687
ethereum,1,1,0x4f2F15FbED585E09F17BdA9Ec873e614a569E636,1.1.1.0x4f2f15fbed585e09f17bda9ec873e614a569e636,73813183405884389875903890150976387325695989154434977596649993126575189103781
ethereum,1,1,0x4F460bb11cf958606C69A963B4A17f9DaEEea8b6,1.1.1.0x4f460bb11cf958606c69a963b4a17f9daeeea8b6,86598762092470473688186596861843394122111958536255296234292266319304999652508
ethereum,1,1,0x4FBB60166199d36dD2fB09005154F0938B6d717B,1.1.1.0x4fbb60166199d36dd2fb09005154f0938b6d717b,18775812340682072084397080720529034442636132210595648966001289438906401117981
ethereum,1,1,0x4ff0DE50900E3d999ab2c6F957918773992aa35a,1.1.1.0x4ff0de50900e3d999ab2c6f957918773992aa35a,106524168436081971547984837857585445462818061587450657413026790083901848819227
ethereum,1,1,0x4Ff4186188f8406917293A9e01A1ca16d3cf9E59,1.1.1.0x4ff4186188f8406917293a9e01a1ca16d3cf9e59,88711365627452049817862215533168615657260270056621726867731589822792920678404
ethereum,1,1,0x500331c9fF24D9d11aee6B07734Aa72343EA74a5,1.1.1.0x500331c9ff24d9d11aee6b07734aa72343ea74a5,26535003419565589528726991947607547351247334897551864902438502453282381088779
ethereum,1,1,0x5085Dd6FAd07c12e38fae01bc2a4938d2C08B1Bc,1.1.1.0x5085dd6fad07c12e38fae01bc2a4938d2c08b1bc,68451015411700063272301223395265318465614901493544611619262808911561049196415
ethereum,1,1,0x51056b3F809f4cFE17E1A8715B82f5dbbCA5a5A1,1.1.1.0x51056b3f809f4cfe17e1a8715b82f5dbbca5a5a1,18929774653251408864732036680767768049558452561008164168039477003783155581953
ethereum,1,1,0x515d0e660E02C2c149a025d47f352EE6cB236B93,1.1.1.0x515d0e660e02c2c149a025d47f352ee6cb236b93,70397267118922383322336610476528154170488799989051113937493385781661634520978
ethereum,1,1,0x52317a47585A6ACDfbD7a29B494c3E2baAE96aBc,1.1.1.0x52317a47585a6acdfbd7a29b494c3e2baae96abc,57989506084816636739813802306914328259457150218568087749352104906975890296342
ethereum,1,1,0x5285047B35b357157f3948925ac604FcCa4850a8,1.1.1.0x5285047b35b357157f3948925ac604fcca4850a8,68337486361376233019364978979603771964266489610899923027678135856565620611934
ethereum,1,1,0x52aCfdF7Cee53d6Bf23aE20d78e3175564C55ef4,1.1.1.0x52acfdf7cee53d6bf23ae20d78e3175564c55ef4,66396761121181058754461011393231370925987322197876189133460402569027969498230
ethereum,1,1,0x53675a75A0D6E5C13DBfb0d691EA679357ca5DDa,1.1.1.0x53675a75a0d6e5c13dbfb0d691ea679357ca5dda,39086748524994502581992997974458772603045289124729002594370851041372202585298
ethereum,1,1,0x5440Ea551935782fE87FE7BdBE9C4A101755179B,1.1.1.0x5440ea551935782fe87fe7bdbe9c4a101755179b,113130927867278624517182420980059993356303067904143142899516516744684244531315
ethereum,1,1,0x5541693d0090f2C9b386D2144b7138933265f209,1.1.1.0x5541693d0090f2c9b386d2144b7138933265f209,77244027303667621773857588592979756558291045300821476102881806923811785010731
ethereum,1,1,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,1.1.1.0x55555815a5595991c3a0ff119b59aef6c8b55555,85906625890655708103035554247171244551244681762954168657154212137075764412284
ethereum,1,1,0x5593bf07cB1aDa24462EF23240c530441BBAd3e8,1.1.1.0x5593bf07cb1ada24462ef23240c530441bbad3e8,46863866380070771984023612912617580505422111731699410366141300959253468967395
ethereum,1,1,0x56A76b428244a50513ec81e225a293d128fd581D,1.1.1.0x56a76b428244a50513ec81e225a293d128fd581d,48021670763380193340304552822080604387220492764442564786479889910719282512398
ethereum,1,1,0x59307D26FAc64FF9AEfA9371e00299521aA2263B,1.1.1.0x59307d26fac64ff9aefa9371e00299521aa2263b,85891073346362004651965528103389211388248636200711003825977474711133245951028
ethereum,1,1,0x5994cAAC1cc0EBE4D31e73dF46155c26D24B15Df,1.1.1.0x5994caac1cc0ebe4d31e73df46155c26d24b15df,15342216602349903222937619505507841873367549284045117623749105372932833595278
ethereum,1,1,0x59C878Ebe28D5ef2Ce230eED29422Cc7a2bf9953,1.1.1.0x59c878ebe28d5ef2ce230eed29422cc7a2bf9953,112406615352996744363972400411721681194942469469916591842315192054121222372702
ethereum,1,1,0x59D9571A54593a5EC47d6A20837D96745ECF5C37,1.1.1.0x59d9571a54593a5ec47d6a20837d96745ecf5c37,82672370512662308313714480286817860258062727777511163280552083818357862308212
ethereum,1,1,0x5a545AB9D7d08Aa8625bf78CB8EB1080b0393cf8,1.1.1.0x5a545ab9d7d08aa8625bf78cb8eb1080b0393cf8,48692535059681467549964935743799054015748685382993802876559393681192452204424
